0.133316
!,0.00589102
&,0.00184094
+,0.00128866
-,0.00478645
.,0.0283505
1,0.00497054
1st,0.00147275
2,0.0344256
2nd,0.00147275
3,0.00441826
4,0.0193299
5,0.00349779
?,0.0208027
A,0.00994109
As,0.00405007
C,0.00202504
CALL,0.00128866
Call,0.00220913
Dear,0.00386598
Do,0.0127025
For,0.00220913
From,0.00128866
GO,0.00110457
Get,0.00147275
Good,0.00902062
Guess,0.00110457
Hey,0.00846834
Hi,0.00589102
I,0.184278
I'm,0.0335052
IS,0.00276141
If,0.0152798
Just,0.0104934
NEW,0.00110457
New,0.00202504
No,0.0163844
No.,0.00220913
ON,0.00147275
Only,0.00128866
Please,0.00423417
R,0.00497054
Reply,0.00165685
Send,0.00239323
Thanks,0.00368189
The,0.00920471
This,0.00460236
U,0.029271
U.,0.00110457
UR,0.00128866
Ur,0.0062592
Want,0.00128866
We,0.0104934
Why,0.0033137
Xmas,0.00147275
YOUR,0.00147275
You,0.0270619
Your,0.00552283
a,0.127025
about,0.0180412
all,0.025405
am,0.0248527
an,0.011782
and,0.0997791
answer,0.00147275
any,0.0115979
are,0.0412371
as,0.0163844
at,0.0441826
back,0.0112297
be,0.0414212
been,0.0110457
between,0.0031296
by,0.0158321
call,0.0248527
can,0.0342415
chat,0.00128866
contact,0.00147275
cost,0.00128866
could,0.00662739
days,0.00239323
do,0.0287187
don't,0.0152798
dont,0.0119661
either,0.00128866
end,0.0033137
entered,0.00110457
every,0.00441826
find,0.00589102
for,0.0640648
free,0.00533873
friend,0.00368189
from,0.0182253
fun,0.00165685
get,0.0358984
gift,0.00110457
go,0.0263255
half,0.00368189
has,0.0108616
have,0.0493373
holiday,0.00110457
i,0.0942563
if,0.0277982
in,0.0940722
into,0.00386598
is,0.0843152
it,0.0502577
join,0.00147275
just,0.0252209
know,0.02743
like,0.02743
line,0.00110457
live,0.00165685
looking,0.00294551
love,0.0145434
make,0.009757
me,0.068299
me.,0.0114138
meet,0.00902062
message,0.00460236
min,0.00128866
mins,0.00110457
miss,0.00810015
mobile,0.00165685
more,0.00828424
msg,0.00552283
my,0.0828424
new,0.00570692
next,0.00441826
no,0.0141753
not,0.0412371
now,0.0149116
now!,0.00110457
now.,0.00865243
number,0.00515464
of,0.0636966
on,0.0463918
only,0.0127025
or,0.0259573
our,0.00699558
out,0.0228277
part,0.00220913
per,0.00220913
phone,0.00736377
place,0.00515464
play,0.00128866
please,0.00386598
r,0.0132548
re,0.00147275
reach,0.00368189
real,0.00257732
reply,0.00220913
see,0.0123343
send,0.0147275
sent,0.00773196
sexy,0.00128866
so,0.0329529
some,0.0139912
someone,0.00570692
speak,0.00202504
still,0.0169367
stop,0.00294551
take,0.0106775
tell,0.009757
text,0.00791605
that,0.0528351
the,0.134205
then,0.0162003
there,0.0145434
they,0.0106775
this,0.0244845
time,0.0178571
to,0.197901
top,0.00110457
trying,0.0031296
u,0.0798969
until,0.0031296
up,0.0279823
ur,0.0230118
waiting,0.00423417
want,0.017673
was,0.0224595
we,0.0281664
week,0.00478645
what,0.0171208
when,0.0301915
who,0.0064433
will,0.0368189
win,0.00184094
with,0.0329529
word,0.00110457
year,0.00276141
you,0.193299
you!,0.00165685
you.,0.00883652
your,0.0467599
